image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
test_stg2/image_05108.jpg,0.5,0.01,0.01,0.01,0.223134,0.01,0.01,0.0210835
test_stg2/image_09814.jpg,0.5,0.01,0.01,0.01,0.0257459,0.01,0.01,0.0348256
test_stg2/image_02326.jpg,0.127828,0.5,0.01,0.01,0.0353461,0.01,0.01,0.01
test_stg2/image_09650.jpg,0.0603935,0.01,0.01,0.01,0.5,0.01,0.01,0.0156735
test_stg2/image_10316.jpg,0.0744061,0.01,0.01,0.01,0.01,0.01,0.5,0.295515
test_stg2/image_02322.jpg,0.14773,0.5,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_11487.jpg,0.5,0.01,0.0551242,0.01,0.352232,0.01,0.01,0.0285813
test_stg2/image_02064.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_09651.jpg,0.5,0.01,0.01,0.01,0.0752175,0.01,0.01,0.303442
test_stg2/image_09988.jpg,0.412063,0.01,0.01,0.01,0.0670997,0.048597,0.01,0.472197
test_stg2/image_11155.jpg,0.0414629,0.01,0.01,0.01,0.5,0.01,0.01,0.385533
test_stg2/image_10500.jpg,0.0129164,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_09210.jpg,0.5,0.01,0.01,0.01,0.09506,0.01,0.01,0.0889265
test_stg2/image_08719.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06742.jpg,0.0627603,0.01,0.01,0.01,0.5,0.01,0.01,0.134345
test_stg2/image_09799.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0285471
test_stg2/image_11178.jpg,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_08086.jpg,0.234701,0.354607,0.01,0.01,0.01,0.01,0.01,0.399145
test_stg2/image_01820.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.279271
test_stg2/image_03339.jpg,0.01,0.01,0.01,0.01,0.5,0.0387399,0.01,0.0528093
test_stg2/image_07579.jpg,0.5,0.01,0.01,0.01,0.167721,0.01,0.01,0.01
test_stg2/image_01764.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_00455.jpg,0.392804,0.01,0.01,0.01,0.230862,0.01,0.01,0.375418
test_stg2/image_11376.jpg,0.414788,0.01,0.01,0.01,0.5,0.01,0.01,0.0254519
test_stg2/image_09865.jpg,0.150507,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_03955.jpg,0.5,0.01,0.01,0.01,0.0114202,0.01,0.01,0.01
test_stg2/image_08986.jpg,0.5,0.01,0.01,0.01,0.246143,0.01,0.01,0.01
test_stg2/image_06075.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_06286.jpg,0.5,0.01,0.01,0.01,0.386319,0.01,0.01,0.0641977
test_stg2/image_00392.jpg,0.457521,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_09431.jpg,0.01,0.5,0.01,0.01,0.0691665,0.01,0.01,0.01
test_stg2/image_02915.jpg,0.133853,0.01,0.01,0.01,0.403742,0.01,0.01,0.462306
test_stg2/image_00274.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_01207.jpg,0.5,0.01,0.01,0.01,0.0498192,0.01,0.01,0.284295
test_stg2/image_10253.jpg,0.142777,0.01,0.01,0.01,0.0915185,0.01,0.01,0.5
test_stg2/image_08090.jpg,0.5,0.0148776,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_03242.jpg,0.120608,0.01,0.01,0.01,0.5,0.01,0.01,0.114398
test_stg2/image_01675.jpg,0.5,0.316182,0.01,0.01,0.115994,0.0174771,0.01,0.01
test_stg2/image_01018.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.190197
test_stg2/image_04991.jpg,0.472622,0.01,0.01,0.01,0.01,0.0552523,0.384588,0.0868417
test_stg2/image_10995.jpg,0.5,0.01,0.01,0.01,0.220747,0.01,0.01,0.0703204
test_stg2/image_01667.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_04520.jpg,0.5,0.01,0.0930383,0.01,0.01,0.01,0.01,0.01
test_stg2/image_03422.jpg,0.5,0.01,0.01,0.01,0.125144,0.01,0.01,0.0996158
test_stg2/image_00529.jpg,0.0249064,0.01,0.01,0.01,0.01,0.066432,0.01,0.5
test_stg2/image_04695.jpg,0.5,0.01,0.01,0.01,0.0799366,0.01,0.01,0.01
test_stg2/image_00009.jpg,0.5,0.01,0.01,0.01,0.0398488,0.01,0.01,0.01
test_stg2/image_04760.jpg,0.5,0.01,0.01,0.01,0.124889,0.01,0.01,0.357769
test_stg2/image_06105.jpg,0.5,0.01,0.01,0.01,0.201711,0.0168855,0.01,0.143617
test_stg2/image_12115.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.410136
test_stg2/image_02339.jpg,0.5,0.01,0.01,0.01,0.0674038,0.01,0.01,0.425566
test_stg2/image_08061.jpg,0.5,0.0949211,0.01,0.01,0.309484,0.01,0.0103907,0.0185732
test_stg2/image_04519.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_05719.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11543.jpg,0.01,0.01,0.01,0.01,0.0310179,0.01,0.01,0.5
test_stg2/image_02889.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.120348
test_stg2/image_05692.jpg,0.5,0.01,0.01,0.01,0.38302,0.01,0.01,0.101204
test_stg2/image_09186.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_04377.jpg,0.5,0.01,0.01,0.01,0.256922,0.0361828,0.01,0.01
test_stg2/image_09809.jpg,0.0238296,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11090.jpg,0.0548464,0.01,0.01,0.01,0.204976,0.01,0.01,0.5
test_stg2/image_05335.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.350228
test_stg2/image_11554.jpg,0.01,0.01,0.01,0.01,0.0226906,0.01,0.01,0.5
test_stg2/image_05079.jpg,0.11034,0.5,0.01,0.01,0.01,0.01,0.01,0.289182
test_stg2/image_04998.jpg,0.059313,0.01,0.01,0.01,0.0156771,0.01,0.01,0.5
test_stg2/image_02447.jpg,0.493906,0.01,0.01,0.01,0.448565,0.01,0.01,0.0571701
test_stg2/image_02878.jpg,0.5,0.01,0.01,0.01,0.197817,0.01,0.01,0.153627
test_stg2/image_09844.jpg,0.01,0.01,0.01,0.01,0.492267,0.01,0.01,0.5
test_stg2/image_05485.jpg,0.0295935,0.01,0.01,0.01,0.5,0.01,0.01,0.184984
test_stg2/image_05652.jpg,0.0551553,0.01,0.01,0.01,0.5,0.01,0.01,0.100101
test_stg2/image_08095.jpg,0.5,0.01,0.01,0.01,0.0403999,0.01,0.01,0.0114592
test_stg2/image_11247.jpg,0.104122,0.01,0.01,0.01,0.0658939,0.01,0.01,0.5
test_stg2/image_06584.jpg,0.0209044,0.01,0.01,0.01,0.443454,0.01,0.01,0.5
test_stg2/image_10286.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_05816.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.0510449
test_stg2/image_10692.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_10857.jpg,0.5,0.01,0.01,0.0888914,0.0136749,0.01,0.144043,0.025769
test_stg2/image_07837.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_08973.jpg,0.01,0.01,0.01,0.01,0.230219,0.01,0.01,0.5
test_stg2/image_02185.jpg,0.0947976,0.023425,0.01,0.01,0.405903,0.01,0.01,0.475804
test_stg2/image_04420.jpg,0.411608,0.01,0.01,0.01,0.01,0.01,0.5,0.0161832
test_stg2/image_07787.jpg,0.122417,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06403.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_02881.jpg,0.0623903,0.01,0.01,0.01,0.151376,0.01,0.01,0.5
test_stg2/image_11721.jpg,0.0298518,0.01,0.01,0.01,0.0835425,0.01,0.01,0.5
test_stg2/image_04646.jpg,0.0955793,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_07506.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0142488
test_stg2/image_07061.jpg,0.01,0.01,0.01,0.01,0.0725234,0.01,0.01,0.5
test_stg2/image_06194.jpg,0.386197,0.01,0.01,0.01,0.5,0.01,0.01,0.0140503
test_stg2/image_01824.jpg,0.470628,0.01,0.01,0.01,0.369528,0.0153993,0.01,0.144116
test_stg2/image_01760.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_08383.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0174045
test_stg2/image_03921.jpg,0.0106166,0.01,0.01,0.01,0.5,0.01,0.01,0.194339
test_stg2/image_06124.jpg,0.5,0.01,0.01,0.01,0.265636,0.01,0.01,0.119192
test_stg2/image_04629.jpg,0.01,0.01,0.01,0.01,0.121244,0.01,0.01,0.5
test_stg2/image_04915.jpg,0.0365426,0.01,0.01,0.01,0.242524,0.01,0.01,0.5
test_stg2/image_11307.jpg,0.01,0.01,0.01,0.01,0.0128278,0.01,0.01,0.5
test_stg2/image_01070.jpg,0.303435,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06386.jpg,0.177083,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_07034.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_01676.jpg,0.338797,0.01,0.01,0.01,0.01,0.01,0.403227,0.249767
test_stg2/image_09159.jpg,0.123945,0.06375,0.01,0.01,0.371377,0.01,0.01,0.440913
test_stg2/image_02457.jpg,0.25091,0.01,0.01,0.01,0.5,0.01,0.01,0.16304
test_stg2/image_02002.jpg,0.5,0.0145088,0.01,0.01,0.0309398,0.01,0.01,0.106503
test_stg2/image_11516.jpg,0.5,0.01,0.01,0.01,0.0210553,0.01001,0.01,0.01
test_stg2/image_03147.jpg,0.01,0.01,0.01,0.01,0.267637,0.01,0.01,0.5
test_stg2/image_07636.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_03668.jpg,0.5,0.0103767,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_01370.jpg,0.0888918,0.0677457,0.01,0.01,0.152766,0.01,0.01,0.5
test_stg2/image_02931.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_00149.jpg,0.01,0.0130345,0.01,0.01,0.0325826,0.01,0.01,0.5
test_stg2/image_02445.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0205887
test_stg2/image_09287.jpg,0.5,0.01,0.01,0.01,0.0151095,0.01,0.01,0.0149521
test_stg2/image_08934.jpg,0.5,0.01,0.01,0.01,0.125182,0.01,0.01,0.0251308
test_stg2/image_07811.jpg,0.011122,0.01,0.01,0.01,0.01,0.01,0.0863235,0.5
test_stg2/image_04252.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06236.jpg,0.0519198,0.01,0.01,0.01,0.0180162,0.01,0.01,0.5
test_stg2/image_11769.jpg,0.0355636,0.01,0.01,0.01,0.0970575,0.01,0.01,0.5
test_stg2/image_04858.jpg,0.144789,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_03358.jpg,0.5,0.01,0.01,0.01,0.0402119,0.01,0.01,0.01
test_stg2/image_08267.jpg,0.5,0.01,0.01,0.01,0.293481,0.01,0.01,0.01
test_stg2/image_03104.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.262809
test_stg2/image_03200.jpg,0.277596,0.01,0.01,0.01,0.5,0.01,0.01,0.0125487
test_stg2/image_05577.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_08798.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.240313
test_stg2/image_00338.jpg,0.0708825,0.01,0.01,0.01,0.5,0.01,0.01,0.107331
test_stg2/image_11758.jpg,0.5,0.01,0.01,0.01,0.01,0.025686,0.01,0.01
test_stg2/image_03066.jpg,0.0245081,0.01,0.01,0.01,0.132989,0.01,0.01,0.5
test_stg2/image_00242.jpg,0.5,0.01,0.01,0.01,0.0283977,0.01,0.01,0.01
test_stg2/image_06468.jpg,0.5,0.01,0.01,0.01,0.300442,0.01,0.01,0.113343
test_stg2/image_07493.jpg,0.5,0.01,0.01,0.01,0.265904,0.01,0.01,0.0424448
test_stg2/image_08203.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06523.jpg,0.479139,0.01,0.01,0.01,0.355722,0.01,0.01,0.164787
test_stg2/image_11481.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_04278.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_10805.jpg,0.131288,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_05343.jpg,0.01,0.0508491,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_05637.jpg,0.274009,0.01,0.01,0.01,0.241585,0.01,0.01,0.475949
test_stg2/image_08460.jpg,0.0629054,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_00897.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.334982
test_stg2/image_05621.jpg,0.113364,0.0950088,0.01,0.01,0.5,0.01,0.01,0.143797
test_stg2/image_05077.jpg,0.5,0.010892,0.01,0.01,0.0103372,0.01,0.01,0.112017
test_stg2/image_02511.jpg,0.178346,0.100601,0.15448,0.01,0.0169811,0.250623,0.01,0.296914
test_stg2/image_01729.jpg,0.475146,0.01,0.01,0.01,0.5,0.01,0.01,0.0142754
test_stg2/image_03772.jpg,0.0109298,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_08601.jpg,0.01,0.01,0.01,0.01,0.5,0.0186105,0.01,0.01
test_stg2/image_00139.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.185251,0.0106501
test_stg2/image_03123.jpg,0.103312,0.01,0.01,0.01,0.103948,0.01,0.01,0.5
test_stg2/image_02251.jpg,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01
test_stg2/image_01419.jpg,0.0358334,0.01,0.01,0.01,0.0692516,0.01,0.01,0.5
test_stg2/image_11198.jpg,0.107032,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_08357.jpg,0.185649,0.01,0.0214543,0.01,0.01,0.5,0.01,0.0976956
test_stg2/image_02831.jpg,0.5,0.01,0.01,0.0555734,0.01,0.01,0.01,0.413159
test_stg2/image_04061.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_09121.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_10687.jpg,0.250499,0.01,0.01,0.01,0.5,0.01,0.01,0.0151825
test_stg2/image_08228.jpg,0.01,0.016153,0.01,0.01,0.495209,0.01,0.01,0.479713
test_stg2/image_02958.jpg,0.271776,0.0163303,0.01,0.01,0.0882507,0.01,0.01,0.5
test_stg2/image_04405.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.264403
test_stg2/image_07101.jpg,0.348394,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_03016.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0195044
test_stg2/image_03624.jpg,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_00938.jpg,0.047387,0.01,0.01,0.01,0.5,0.01,0.01,0.251665
test_stg2/image_03782.jpg,0.5,0.01,0.01,0.01,0.13833,0.01,0.01,0.240073
test_stg2/image_03989.jpg,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01
test_stg2/image_08285.jpg,0.5,0.01,0.01,0.01,0.132168,0.01,0.01,0.0933087
test_stg2/image_00315.jpg,0.318304,0.187836,0.01,0.01,0.456533,0.01,0.01,0.0344444
test_stg2/image_03081.jpg,0.01,0.100311,0.5,0.01,0.01,0.01,0.01,0.01
test_stg2/image_07435.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_09802.jpg,0.0750372,0.0930462,0.01,0.01,0.360176,0.01,0.01,0.464327
test_stg2/image_03479.jpg,0.489444,0.01,0.01,0.01,0.381582,0.0516049,0.01,0.077126
test_stg2/image_03874.jpg,0.5,0.01,0.01,0.01,0.119681,0.01,0.01,0.111691
test_stg2/image_03100.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.029941
test_stg2/image_01827.jpg,0.01,0.01,0.01,0.01,0.0748671,0.01,0.01,0.5
test_stg2/image_02039.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_04209.jpg,0.01,0.01,0.01,0.01,0.200375,0.0245705,0.01,0.5
test_stg2/image_03125.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.068608
test_stg2/image_01134.jpg,0.5,0.01,0.01,0.01,0.272235,0.01,0.01,0.01
test_stg2/image_03054.jpg,0.306676,0.01,0.01,0.01,0.299012,0.01,0.01,0.389162
test_stg2/image_01608.jpg,0.0252363,0.01,0.01,0.01,0.0348726,0.01,0.01,0.5
test_stg2/image_10766.jpg,0.5,0.01,0.01,0.01,0.331168,0.01,0.01,0.116707
test_stg2/image_07280.jpg,0.023638,0.01,0.01,0.01,0.0653102,0.01,0.01,0.5
test_stg2/image_08861.jpg,0.137309,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_01795.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_06078.jpg,0.0214339,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_00881.jpg,0.0194616,0.01,0.01,0.01,0.0709107,0.01,0.01,0.5
test_stg2/image_00722.jpg,0.42564,0.01,0.0787386,0.01,0.01,0.01,0.477332,0.0149495
test_stg2/image_00915.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_08075.jpg,0.193824,0.01,0.01,0.01,0.5,0.01,0.01,0.131507
test_stg2/image_00522.jpg,0.5,0.01,0.01,0.01,0.0877618,0.01,0.01,0.01
test_stg2/image_10411.jpg,0.5,0.01,0.01,0.01,0.0123743,0.01,0.01,0.0186813
test_stg2/image_04372.jpg,0.5,0.01,0.01,0.01,0.37911,0.01,0.01,0.0806722
test_stg2/image_05026.jpg,0.01,0.01,0.01,0.01,0.0351025,0.01,0.01,0.5
test_stg2/image_03432.jpg,0.0234201,0.0194441,0.01,0.01,0.01,0.01,0.5,0.01694
test_stg2/image_01564.jpg,0.321324,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11535.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_08951.jpg,0.5,0.01,0.023673,0.01,0.01,0.01,0.01,0.397333
test_stg2/image_09481.jpg,0.307542,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_05043.jpg,0.242142,0.01,0.01,0.01,0.5,0.01,0.01,0.0927966
test_stg2/image_01594.jpg,0.5,0.01,0.01,0.01,0.331555,0.01,0.01,0.01
test_stg2/image_09448.jpg,0.109331,0.01,0.01,0.01,0.357747,0.01,0.01,0.5
test_stg2/image_07800.jpg,0.0783041,0.01,0.01,0.01,0.0576399,0.01,0.01,0.5
test_stg2/image_01479.jpg,0.0663589,0.01,0.5,0.01,0.01,0.251937,0.01,0.01
test_stg2/image_10916.jpg,0.5,0.01,0.01,0.01,0.0338435,0.01,0.01,0.0643669
test_stg2/image_08975.jpg,0.287299,0.01,0.01,0.01,0.0164156,0.01,0.01,0.5
test_stg2/image_00667.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_04675.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_02487.jpg,0.0396988,0.01,0.01,0.01,0.205015,0.01,0.01,0.5
test_stg2/image_07558.jpg,0.475608,0.01,0.01,0.01,0.5,0.01,0.01,0.015453
test_stg2/image_11522.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_12071.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06032.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_11818.jpg,0.5,0.01,0.01,0.01,0.0192662,0.01,0.01,0.0263833
test_stg2/image_00186.jpg,0.01,0.01,0.01,0.01,0.235057,0.01,0.01,0.5
test_stg2/image_05550.jpg,0.5,0.01,0.01,0.01,0.129289,0.01,0.01,0.334958
test_stg2/image_00830.jpg,0.0417292,0.01,0.01,0.01,0.0455622,0.01,0.01,0.5
test_stg2/image_10699.jpg,0.5,0.01,0.01,0.01,0.491926,0.01,0.01,0.01
test_stg2/image_10986.jpg,0.5,0.01,0.01,0.01,0.0935606,0.01,0.01,0.01
test_stg2/image_07538.jpg,0.219439,0.01,0.01,0.01,0.222416,0.01,0.01,0.5
test_stg2/image_02734.jpg,0.151978,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06316.jpg,0.5,0.01,0.01,0.01,0.0417416,0.01,0.01,0.049369
test_stg2/image_09429.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_05281.jpg,0.302561,0.0431199,0.01,0.01,0.5,0.01,0.01,0.108465
test_stg2/image_01412.jpg,0.0220686,0.01,0.01,0.01,0.0541767,0.01,0.01,0.5
test_stg2/image_05187.jpg,0.01,0.01,0.01,0.01,0.210367,0.01,0.01,0.5
test_stg2/image_01919.jpg,0.5,0.01,0.01,0.01,0.108478,0.01,0.01,0.229351
test_stg2/image_01158.jpg,0.5,0.01,0.01,0.01,0.0209477,0.01,0.176008,0.161791
test_stg2/image_11141.jpg,0.0952072,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_10642.jpg,0.5,0.01,0.01,0.01,0.137175,0.01,0.01,0.01
test_stg2/image_10430.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_08868.jpg,0.0402247,0.01,0.01,0.01,0.0528164,0.01,0.01,0.5
test_stg2/image_00945.jpg,0.0437762,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_10487.jpg,0.133531,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_09670.jpg,0.148648,0.0788359,0.01,0.01,0.5,0.01,0.01,0.0131406
test_stg2/image_00671.jpg,0.5,0.01,0.01,0.01,0.381371,0.01,0.01,0.01
test_stg2/image_10910.jpg,0.131176,0.01,0.01,0.01,0.5,0.01,0.01,0.2488
test_stg2/image_03898.jpg,0.0364443,0.01,0.01,0.01,0.5,0.01,0.01,0.314104
test_stg2/image_03956.jpg,0.254415,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_12064.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11910.jpg,0.262,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_06917.jpg,0.5,0.01,0.01,0.01,0.0850352,0.01,0.01,0.01
test_stg2/image_05384.jpg,0.5,0.349083,0.01,0.01,0.0338321,0.0156042,0.01,0.01
test_stg2/image_07551.jpg,0.165612,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_01542.jpg,0.0179512,0.01,0.01,0.01,0.5,0.01,0.01,0.0197182
test_stg2/image_10285.jpg,0.5,0.01,0.01,0.01,0.0429457,0.01,0.01,0.0266213
test_stg2/image_06559.jpg,0.5,0.01,0.01,0.01,0.465233,0.01,0.01,0.01
test_stg2/image_02546.jpg,0.152121,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_08503.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_09451.jpg,0.354605,0.01,0.01,0.01,0.291558,0.01,0.01,0.353136
test_stg2/image_08052.jpg,0.0138937,0.06188,0.01,0.01,0.0674539,0.01,0.01,0.5
test_stg2/image_10382.jpg,0.336374,0.01,0.01,0.01,0.5,0.01,0.01,0.117153
test_stg2/image_00194.jpg,0.120078,0.5,0.01,0.01,0.0593511,0.01,0.01,0.01
test_stg2/image_10798.jpg,0.09116,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_03655.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_11406.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0334051
test_stg2/image_06064.jpg,0.5,0.01,0.01,0.01,0.223564,0.0212892,0.01,0.115273
test_stg2/image_11228.jpg,0.247538,0.01,0.01,0.01,0.5,0.01,0.01,0.0723403
test_stg2/image_10622.jpg,0.195188,0.01,0.01,0.01,0.222459,0.01,0.01,0.5
test_stg2/image_05296.jpg,0.01,0.01,0.01,0.01,0.166313,0.01,0.01,0.5
test_stg2/image_12046.jpg,0.48114,0.01,0.01,0.01,0.454654,0.01,0.01,0.0619699
test_stg2/image_05217.jpg,0.5,0.01,0.01,0.01,0.0996401,0.01,0.01,0.243014
test_stg2/image_05404.jpg,0.142039,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_08533.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_10298.jpg,0.0324576,0.01,0.01,0.01,0.0325666,0.01,0.01,0.5
test_stg2/image_01688.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_06711.jpg,0.5,0.0118815,0.01,0.01,0.01,0.01,0.01,0.410964
test_stg2/image_08738.jpg,0.5,0.0837903,0.01,0.01,0.0689755,0.182768,0.01,0.01
test_stg2/image_05612.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_01867.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0355229
test_stg2/image_06465.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_00665.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_11372.jpg,0.5,0.01,0.01,0.01,0.174959,0.01,0.01,0.01
test_stg2/image_05220.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_02626.jpg,0.228259,0.01,0.01,0.01,0.108195,0.01,0.01,0.5
test_stg2/image_01698.jpg,0.5,0.01,0.01,0.01,0.148399,0.01,0.01,0.0518755
test_stg2/image_04451.jpg,0.054396,0.5,0.01,0.01,0.01,0.01,0.01,0.0217378
test_stg2/image_06975.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0411187
test_stg2/image_08521.jpg,0.139354,0.01,0.01,0.01,0.5,0.01,0.01,0.0185099
test_stg2/image_05985.jpg,0.198482,0.01,0.01,0.01,0.41095,0.374529,0.01,0.0159897
test_stg2/image_01574.jpg,0.5,0.01,0.01,0.01,0.208658,0.01,0.01,0.116534
test_stg2/image_04703.jpg,0.5,0.01,0.01,0.01,0.328788,0.01,0.01,0.101899
test_stg2/image_02047.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.0177214,0.0105316
test_stg2/image_05146.jpg,0.5,0.01,0.01,0.01,0.242677,0.01,0.01,0.01
